id,name,gender,age,city,state,job,income,score,loans
138240,Rajeshri Oak,Female,57,Bhopal,Madhya Pradesh,Salaried,80361,664,3
138241,Mohini Naik,Female,50,Mysuru,Karnataka,Salaried,44606,793,3
138242,Oeshi Sen,Male,24,Indore,Madhya Pradesh,Salaried,58603,618,0
138243,Vyanjana Raj,Female,30,Nagpur,Maharashtra,Professional,155704,670,1
138244,Samuel Mohan,Male,60,Agra,Uttar Pradesh,Salaried,204445,744,0
138245,Krisha Sant,Female,60,Hubballi,Karnataka,Self Employed,55979,683,0
138246,Kalpit Banerjee,Female,48,Delhi,Delhi,Salaried,128902,797,1
138247,Urmi Bains,Female,22,Agra,Uttar Pradesh,Salaried,29196,651,1
138248,Niharika Balay,Male,47,Agra,Uttar Pradesh,Self Employed,52277,695,1
138249,Riya Date,Male,49,Pune,Maharashtra,Salaried,42493,618,1
138250,Frado Baria,Female,26,Bengaluru,Karnataka,Salaried,186806,720,1
138251,Yashvi Pal,Male,43,Bengaluru,Karnataka,Salaried,153025,691,2
138252,Samesh Batta,Female,32,Mangaluru,Karnataka,Self Employed,120246,701,1
138253,Harish Kata,Female,28,Jodhpur,Rajasthan,Salaried,155724,680,0
138254,Nikita Yohannan,Male,30,Jodhpur,Rajasthan,Salaried,186314,563,3
138255,Gaurangi Venkataraman,Male,37,Jabalpur,Madhya Pradesh,Salaried,25921,548,0
138256,Jack Mukherjee,Male,21,Jaipur,Rajasthan,Salaried,132141,615,0
138257,Omisha Raju,Male,23,New Delhi,Delhi,Professional,73874,640,1
138258,Vasana Gera,Male,48,Udaipur,Rajasthan,Self Employed,144507,668,2
138259,Kavya Hayer,Male,56,Kolkata,West Bengal,Salaried,139952,686,4
138260,Kevin Bali,Male,46,Jaipur,Rajasthan,Salaried,160925,688,0
138261,Libni Chander,Male,45,Nashik,Maharashtra,Salaried,211247,688,1
138262,Keya Chaudhry,Male,54,Ahmedabad,Gujarat,Business Owner,159742,607,1
138263,Vamakshi Raghavan,Female,23,Bhopal,Madhya Pradesh,Salaried,211955,850,1
138264,Aahana Sani,Female,48,Warangal,Telangana,Salaried,84531,730,0
138265,Agastya Loyal,Male,49,Nagpur,Maharashtra,Business Owner,34657,628,0
138266,Xiti Gupta,Female,33,Delhi,Delhi,Salaried,172228,676,2
138267,Widisha Bajwa,Female,59,Lucknow,Uttar Pradesh,Business Owner,119981,563,1
138268,Hitesh Oza,Female,40,Siliguri,West Bengal,Salaried,37999,657,3
138269,Zinal Bains,Female,42,Pune,Maharashtra,Business Owner,31832,601,3
138270,Gaurangi Nayak,Female,33,Warangal,Telangana,Business Owner,152749,824,3
138271,Daniel Bhasin,Male,28,Hyderabad,Telangana,Business Owner,193844,632,0
138272,Rishi Mody,Male,39,Mysuru,Karnataka,Professional,172994,761,1
138273,Ayushman Mistry,Female,25,Hyderabad,Telangana,Professional,56796,812,0
138274,Kashish Raja,Male,25,Bhopal,Madhya Pradesh,Salaried,29802,612,0
138275,Anthony Kuruvilla,Female,54,Hubballi,Karnataka,Salaried,22901,681,1
138276,Divya Garg,Male,54,Jodhpur,Rajasthan,Professional,113062,850,1
138277,Manbir Master,Female,31,Kolkata,West Bengal,Salaried,90018,684,0
138278,Qadim Walla,Female,58,Warangal,Telangana,Professional,75363,646,0
138279,Laksh Narang,Male,27,Bhopal,Madhya Pradesh,Salaried,160643,635,0
138280,Mekhala Som,Male,36,Hyderabad,Telangana,Professional,124405,644,1
138281,Samesh Mukhopadhyay,Male,38,Kanpur,Uttar Pradesh,Business Owner,84977,760,4
138282,Yachana Ramesh,Female,26,Noida,Uttar Pradesh,Salaried,30067,523,0
138283,Elijah Krish,Male,21,Bhopal,Madhya Pradesh,Salaried,166197,683,1
138284,Chameli Gandhi,Female,43,Indore,Madhya Pradesh,Professional,203690,707,0
138285,Charles Chand,Male,58,Mysuru,Karnataka,Self Employed,25965,619,1
138286,Siya Chopra,Male,28,Ahmedabad,Gujarat,Business Owner,145708,672,1
138287,Ridhi Char,Female,32,Indore,Madhya Pradesh,Salaried,209671,720,1
138288,Gopal Malhotra,Female,25,Kolkata,West Bengal,Professional,186295,797,3
138289,Advika Kota,Female,47,Indore,Madhya Pradesh,Salaried,160224,740,0
138290,Bimala Nori,Female,41,Agra,Uttar Pradesh,Salaried,203864,619,2
138291,Advaith Sengupta,Male,57,Warangal,Telangana,Professional,53553,635,1
138292,Nathan Vig,Female,33,Mumbai,Maharashtra,Salaried,55397,629,0
138293,Yamini Sem,Male,39,Kolkata,West Bengal,Self Employed,212310,753,1
138294,Farhan Shankar,Female,33,Navi Mumbai,Maharashtra,Business Owner,40908,572,0
138295,Jeet Dayal,Male,42,Coimbatore,Tamil Nadu,Self Employed,156296,702,3
138296,Chameli Kashyap,Female,52,Lucknow,Uttar Pradesh,Salaried,18940,677,3
138297,Brijesh Bava,Male,23,Jabalpur,Madhya Pradesh,Salaried,150352,845,0
138298,David Lata,Female,29,Bhopal,Madhya Pradesh,Business Owner,197395,701,2
138299,Varenya Kale,Male,58,Noida,Uttar Pradesh,Salaried,19098,781,1
138300,Charan Bhavsar,Female,43,Aurangabad,Maharashtra,Professional,155244,643,2
138301,Amara Venkatesh,Male,46,Hyderabad,Telangana,Salaried,50010,767,3
138302,Nitesh Kuruvilla,Male,27,Rajkot,Gujarat,Salaried,121090,748,0
138303,Chakradhar Borra,Male,30,Agra,Uttar Pradesh,Salaried,208070,721,0
138304,Darsh Jhaveri,Male,25,Rajkot,Gujarat,Salaried,131268,850,2
138305,Simon Nagarajan,Male,36,Mangaluru,Karnataka,Self Employed,155023,740,1
138306,Chasmum Chakraborty,Male,29,Jaipur,Rajasthan,Business Owner,113742,741,0
138307,Chakradhar Srinivasan,Male,45,Rajkot,Gujarat,Salaried,132976,568,1
138308,Ishaan Char,Male,59,Madurai,Tamil Nadu,Self Employed,106496,714,2
138309,Kai Venkatesh,Female,58,Hyderabad,Telangana,Salaried,116031,659,1
138310,Naveen Sahni,Male,35,Bhopal,Madhya Pradesh,Self Employed,132838,757,1
138311,Kiaan Bhagat,Male,52,Jabalpur,Madhya Pradesh,Salaried,189793,644,0
138312,Ishanvi Dass,Female,55,Thane,Maharashtra,Self Employed,159382,726,2
138313,Krishna Bal,Male,44,Siliguri,West Bengal,Salaried,111445,625,3
138314,Laksh Singhal,Male,56,Siliguri,West Bengal,Salaried,128182,631,0
138315,William Lad,Male,60,Chennai,Tamil Nadu,Salaried,69738,728,0
138316,Shaurya Mitra,Male,46,Lucknow,Uttar Pradesh,Business Owner,149188,566,1
138317,Chaitaly Uppal,Female,57,Bengaluru,Karnataka,Salaried,125696,640,0
138318,Alka Pau,Male,43,Chennai,Tamil Nadu,Salaried,190485,641,0
138319,Atharv Dyal,Female,39,Bengaluru,Karnataka,Business Owner,103038,744,0
138320,Unni Biswas,Female,31,Mangaluru,Karnataka,Self Employed,185294,618,1
138321,Megha Bal,Male,38,Kanpur,Uttar Pradesh,Self Employed,138946,721,0
138322,Arunima Puri,Female,48,Siliguri,West Bengal,Salaried,207480,749,1
138323,Dominic Mital,Female,35,Delhi,Delhi,Self Employed,144357,591,0
138324,Jalsa Prashad,Male,60,Udaipur,Rajasthan,Self Employed,80739,759,0
138325,Dhruv Nayak,Female,52,New Delhi,Delhi,Salaried,169167,618,1
138326,Bhavini Agate,Male,35,Nagpur,Maharashtra,Self Employed,100999,699,2
138327,Quincy Rastogi,Female,57,Indore,Madhya Pradesh,Salaried,60751,761,3
138328,Gautami Baria,Male,23,Vadodara,Gujarat,Self Employed,104402,650,2
138329,Ladli Edwin,Male,60,Bhopal,Madhya Pradesh,Professional,63085,670,0
138330,Anusha Padmanabhan,Male,32,Aurangabad,Maharashtra,Self Employed,72984,522,1
138331,Ira Kashyap,Female,36,Hubballi,Karnataka,Professional,139616,850,2
138332,Omkaar Bhatti,Male,25,Bengaluru,Karnataka,Professional,177188,778,0
138333,Faras Ramesh,Male,25,Siliguri,West Bengal,Professional,172707,661,0
138334,Rushil Ganesan,Female,45,Delhi,Delhi,Business Owner,80972,710,1
138335,Frado Gill,Female,31,Bhopal,Madhya Pradesh,Self Employed,58940,597,1
138336,Krishna Bhat,Female,60,Lucknow,Uttar Pradesh,Salaried,136349,850,3
138337,Jagvi Merchant,Male,30,Bengaluru,Karnataka,Salaried,218077,712,0
138338,Omkaar Arora,Male,57,Noida,Uttar Pradesh,Salaried,163396,644,0
138339,Amruta Rai,Male,28,Hyderabad,Telangana,Salaried,206124,698,1
138340,Chaman Mohanty,Male,40,Indore,Madhya Pradesh,Self Employed,209859,808,4
138341,Aachal Dasgupta,Male,57,Jaipur,Rajasthan,Salaried,96877,850,2
138342,Varenya Ramaswamy,Female,55,Siliguri,West Bengal,Salaried,199434,721,1
138343,Chakradhar Virk,Male,49,Jaipur,Rajasthan,Business Owner,171943,774,2
138344,Dalbir Raju,Female,53,Kanpur,Uttar Pradesh,Salaried,44975,696,0
138345,Rajeshri Samra,Female,47,Jodhpur,Rajasthan,Salaried,120331,710,2
138346,Noah Baria,Male,27,Warangal,Telangana,Salaried,209472,850,1
138347,Lila Murty,Male,43,Jaipur,Rajasthan,Salaried,80302,625,0
138348,Neelima Apte,Female,47,Jaipur,Rajasthan,Self Employed,144937,693,4
138349,Jeevika Dyal,Female,25,Mysuru,Karnataka,Salaried,124682,804,1
138350,Gautami Kar,Male,31,Mangaluru,Karnataka,Professional,207720,709,0
138351,Kritika Khosla,Female,29,Aurangabad,Maharashtra,Salaried,136149,683,0
138352,Janaki Acharya,Male,21,Jabalpur,Madhya Pradesh,Salaried,60746,689,0
138353,Madhavi Sanghvi,Male,49,Hubballi,Karnataka,Salaried,130750,633,1
138354,Krisha Chand,Female,25,Kolkata,West Bengal,Self Employed,197073,656,0
138355,Arjun Chanda,Male,36,Surat,Gujarat,Self Employed,143378,808,3
138356,Ekapad Dass,Male,34,Delhi,Delhi,Salaried,82752,694,1
138357,Aditya Purohit,Male,60,Delhi,Delhi,Salaried,89352,725,0
138358,Abdul Sunder,Female,37,New Delhi,Delhi,Self Employed,46179,576,2
138359,Yadavi Sood,Female,29,Mysuru,Karnataka,Salaried,18198,732,2
138360,Wishi Panchal,Male,52,Hyderabad,Telangana,Salaried,61832,752,0
138361,Timothy Bajaj,Female,53,Mumbai,Maharashtra,Salaried,93380,824,4
138362,Aadhya Hari,Male,27,Madurai,Tamil Nadu,Self Employed,215596,716,1
138363,Baghyawati Brar,Male,59,Mysuru,Karnataka,Professional,215672,618,0
138364,Falan Luthra,Female,41,Noida,Uttar Pradesh,Salaried,141820,795,0
138365,Forum Raman,Male,35,Hubballi,Karnataka,Self Employed,78461,544,1
138366,Henry Bava,Female,54,Warangal,Telangana,Self Employed,103092,624,2
138367,Bhavna Mody,Male,24,New Delhi,Delhi,Self Employed,146426,700,0
138368,Lipika Butala,Male,32,Hyderabad,Telangana,Salaried,140307,786,0
138369,Zayyan Lad,Female,54,Mangaluru,Karnataka,Self Employed,124077,786,1
138370,Yadavi Ghose,Male,44,Bengaluru,Karnataka,Professional,86541,719,0
138371,Nidra Bora,Female,41,Siliguri,West Bengal,Professional,169270,682,0
138372,Frederick Setty,Female,58,Surat,Gujarat,Business Owner,152275,719,0
138373,Bakhshi Ahuja,Male,48,Surat,Gujarat,Salaried,21503,681,2
138374,Agastya Rastogi,Male,23,Kolkata,West Bengal,Self Employed,40038,704,0
138375,Akshay Nath,Female,21,Jodhpur,Rajasthan,Professional,26032,544,3
138376,Chanakya Goyal,Male,60,Kolkata,West Bengal,Salaried,144927,831,0
138377,Zashil Jayaraman,Male,31,Vadodara,Gujarat,Professional,33228,815,2
138378,Gaurav Gupta,Female,40,Rajkot,Gujarat,Salaried,173608,794,0
138379,Quincy Nori,Male,26,Kolkata,West Bengal,Self Employed,44214,698,1
138380,Sudiksha Badami,Female,59,Ahmedabad,Gujarat,Salaried,71900,560,1
138381,Ishani Batra,Female,56,Bengaluru,Karnataka,Business Owner,138559,674,1
138382,Abeer Mohanty,Male,44,Kolkata,West Bengal,Business Owner,142330,706,2
138383,Deepa Swamy,Male,50,Vadodara,Gujarat,Salaried,95133,601,3
138384,Meghana Muni,Male,21,Madurai,Tamil Nadu,Salaried,126326,671,2
138385,Zansi Karan,Female,46,Siliguri,West Bengal,Salaried,112157,749,1
138386,Chandresh Hayer,Male,30,Mangaluru,Karnataka,Salaried,138689,654,0
138387,Mahika Chander,Male,40,Udaipur,Rajasthan,Self Employed,171870,599,0
138388,Inaya Buch,Female,37,Mysuru,Karnataka,Salaried,23450,677,1
138389,Vedhika Nagarajan,Male,36,Delhi,Delhi,Salaried,166284,642,0
138390,Adya Kaul,Male,52,Delhi,Delhi,Salaried,74316,588,0
138391,Niharika De,Female,29,Udaipur,Rajasthan,Business Owner,50985,622,2
138392,Patrick Joshi,Female,51,Pune,Maharashtra,Self Employed,144684,649,4
138393,Baghyawati Kapadia,Female,47,Kanpur,Uttar Pradesh,Salaried,183701,684,1
138394,Udant Sachdeva,Female,42,Warangal,Telangana,Professional,92605,718,3
138395,Karan Mander,Female,41,Delhi,Delhi,Self Employed,101584,752,0
138396,Charita Kala,Male,57,Warangal,Telangana,Self Employed,88239,661,1
138397,Theodore Mukhopadhyay,Male,45,Hyderabad,Telangana,Business Owner,103558,631,1
138398,Gaurangi Yogi,Female,23,Lucknow,Uttar Pradesh,Self Employed,120459,779,0
138399,Anirudh Dalal,Female,23,New Delhi,Delhi,Salaried,171172,782,0
138400,Aarav Sheth,Female,24,Jodhpur,Rajasthan,Self Employed,18619,643,0
138401,Siya Vala,Male,57,Nashik,Maharashtra,Salaried,51384,678,1
138402,Ridhi Borah,Female,54,Hyderabad,Telangana,Business Owner,188265,572,3
138403,Jagdish Seth,Female,30,Coimbatore,Tamil Nadu,Business Owner,68209,633,1
138404,Vedika Borde,Male,51,Rajkot,Gujarat,Salaried,197003,747,1
138405,Zarna Rama,Male,45,Delhi,Delhi,Business Owner,209687,745,1
138406,Bakhshi Bajaj,Female,22,Jaipur,Rajasthan,Self Employed,138242,718,0
138407,Falan Mittal,Male,29,Bhopal,Madhya Pradesh,Salaried,27528,676,1
138408,Hardik Saxena,Male,50,Hubballi,Karnataka,Salaried,66199,616,2
138409,Mohammed Purohit,Female,45,Udaipur,Rajasthan,Self Employed,130759,760,1
138410,Nandini Sachar,Male,51,Kolkata,West Bengal,Self Employed,115887,726,0
138411,Isaiah Gera,Female,49,Nagpur,Maharashtra,Salaried,21097,724,0
138412,Charan Misra,Female,34,Mangaluru,Karnataka,Salaried,124145,693,0
138413,Yash Golla,Male,48,Kolkata,West Bengal,Salaried,126784,622,0
138414,Osha Lanka,Male,28,Ahmedabad,Gujarat,Salaried,129530,683,3
138415,Urishilla Babu,Male,59,Mangaluru,Karnataka,Business Owner,126255,709,0
138416,Yutika Shere,Male,57,Nashik,Maharashtra,Professional,54700,738,4
138417,Yauvani Aggarwal,Male,47,Kolkata,West Bengal,Business Owner,147737,676,2
138418,Hardik Loke,Female,29,Vadodara,Gujarat,Professional,26612,730,1
138419,Udyati Sangha,Male,33,Hyderabad,Telangana,Salaried,34941,648,2
138420,Parth Kota,Male,40,Indore,Madhya Pradesh,Salaried,105066,721,0
138421,Udarsh Shukla,Male,36,Jodhpur,Rajasthan,Business Owner,49646,654,1
138422,Ishita Babu,Female,30,Warangal,Telangana,Business Owner,174312,494,4
138423,Dalbir Chadha,Female,45,Kolkata,West Bengal,Salaried,165605,694,0
138424,Chandani Mitter,Female,23,Warangal,Telangana,Self Employed,47758,792,0
138425,Vivaan Palan,Male,35,Kolkata,West Bengal,Salaried,135166,648,0
138426,Manbir Dugar,Male,21,Chennai,Tamil Nadu,Salaried,124616,588,0
138427,Bina Bakshi,Female,35,Noida,Uttar Pradesh,Professional,145345,775,0
138428,Urishilla Dixit,Male,36,Surat,Gujarat,Salaried,47772,788,2
138429,Simon Sehgal,Female,31,Warangal,Telangana,Professional,71101,680,0
138430,Ekani Grover,Female,21,Kanpur,Uttar Pradesh,Salaried,97602,653,1
138431,Veer Mane,Female,39,Thane,Maharashtra,Business Owner,38702,644,1
138432,Timothy Majumdar,Male,30,Coimbatore,Tamil Nadu,Salaried,128950,637,0
138433,Maanas Pingle,Female,28,Delhi,Delhi,Business Owner,109270,637,3
138434,Manya Bansal,Female,40,Agra,Uttar Pradesh,Professional,191448,766,1
138435,Abhiram Date,Female,29,Mumbai,Maharashtra,Professional,53731,749,1
138436,Agastya Pall,Female,27,Delhi,Delhi,Salaried,147005,564,1
138437,Balhaar Deshpande,Female,32,Thane,Maharashtra,Business Owner,210231,758,3
138438,Samesh Madan,Female,43,Ahmedabad,Gujarat,Business Owner,218544,616,0
138439,Imaran Sengupta,Male,59,New Delhi,Delhi,Salaried,76095,668,0
138440,Dalaja Memon,Female,56,Mumbai,Maharashtra,Professional,43038,718,0
138441,Faraj Gara,Male,46,Coimbatore,Tamil Nadu,Self Employed,107339,673,4
138442,Azad Mangal,Male,60,Warangal,Telangana,Salaried,181629,830,0
138443,Nisha Chakraborty,Male,30,Pune,Maharashtra,Salaried,195871,850,1
138444,Barkha Shukla,Male,45,Bhopal,Madhya Pradesh,Self Employed,110579,643,0
138445,Unnati Vora,Male,50,Indore,Madhya Pradesh,Business Owner,30943,734,3
138446,Jatin Parmer,Female,57,New Delhi,Delhi,Professional,131923,673,2
138447,Umang Kuruvilla,Male,53,Delhi,Delhi,Self Employed,53625,613,0
138448,Mitesh Nagar,Female,56,Nashik,Maharashtra,Salaried,61453,624,1
138449,Aryan Sant,Female,23,Mangaluru,Karnataka,Salaried,114042,795,1
138450,Aadhya Khare,Male,52,Jabalpur,Madhya Pradesh,Self Employed,67587,637,2
138451,Madhav Dutt,Male,55,Madurai,Tamil Nadu,Salaried,56826,703,3
138452,Sara Chakrabarti,Male,38,Mysuru,Karnataka,Self Employed,198417,705,1
138453,Neel Dada,Female,50,Ahmedabad,Gujarat,Salaried,122517,628,0
138454,Charan Parsa,Female,39,Agra,Uttar Pradesh,Business Owner,67143,684,1
138455,Nidhi Sawhney,Male,32,Coimbatore,Tamil Nadu,Salaried,71620,713,2
138456,Lohit Oza,Male,54,Pune,Maharashtra,Salaried,107930,695,0
138457,Rachita Sarna,Male,24,Coimbatore,Tamil Nadu,Salaried,64213,715,3
138458,Bhavya Aurora,Female,44,Rajkot,Gujarat,Salaried,137461,694,0
138459,Anirudh Mall,Male,27,Mumbai,Maharashtra,Salaried,201936,691,0
138460,Warda Mannan,Female,37,Surat,Gujarat,Salaried,90619,679,2
138461,Megha Rajagopal,Female,59,Hyderabad,Telangana,Salaried,183845,747,0
138462,Nitara Setty,Male,44,Jabalpur,Madhya Pradesh,Self Employed,200935,726,1
138463,Urvi Sani,Female,36,Coimbatore,Tamil Nadu,Self Employed,98497,628,2
138464,Zehaan Seth,Female,45,Mumbai,Maharashtra,Business Owner,53517,705,2
138465,Reva Solanki,Male,39,Mysuru,Karnataka,Business Owner,61676,744,3
138466,Yashasvi Cheema,Female,46,Madurai,Tamil Nadu,Salaried,192158,641,1
138467,Rayaan Ramesh,Male,53,Lucknow,Uttar Pradesh,Business Owner,161916,724,1
138468,Wyatt Sankar,Male,34,Madurai,Tamil Nadu,Self Employed,190716,662,3
138469,Rishi Karnik,Male,43,Madurai,Tamil Nadu,Self Employed,137856,727,1
138470,Bhavini Brahmbhatt,Male,51,Thane,Maharashtra,Salaried,196414,736,3
138471,Arjun Borah,Female,39,Coimbatore,Tamil Nadu,Business Owner,171254,785,1
138472,Chaitaly Raju,Female,50,Jaipur,Rajasthan,Salaried,45586,603,2
138473,Vedika Comar,Female,46,Noida,Uttar Pradesh,Salaried,187607,710,3
138474,Yashoda Mishra,Male,28,Indore,Madhya Pradesh,Salaried,62278,767,1
138475,Aadi Bajaj,Female,42,Rajkot,Gujarat,Self Employed,101933,572,0
138476,Saanvi Mutti,Male,47,Delhi,Delhi,Salaried,125612,725,3
138477,Hardik Talwar,Male,50,Kolkata,West Bengal,Self Employed,204911,723,0
138478,Bahadurjit Warrior,Female,54,Siliguri,West Bengal,Self Employed,173010,768,0
138479,Kala Kunda,Female,22,Nagpur,Maharashtra,Salaried,219811,659,1
138480,Jalsa Ganesh,Male,33,Warangal,Telangana,Salaried,159256,696,0
138481,Janaki Cheema,Male,30,Agra,Uttar Pradesh,Salaried,88022,793,0
138482,Bhavini Dara,Female,45,Coimbatore,Tamil Nadu,Self Employed,143545,742,0
138483,Gaurika Bhattacharyya,Female,53,Jaipur,Rajasthan,Salaried,100392,626,1
138484,Hardik Sheth,Male,47,Indore,Madhya Pradesh,Salaried,79784,692,4
138485,Aadi Buch,Male,49,Lucknow,Uttar Pradesh,Professional,143471,699,2
138486,Ekiya Keer,Male,47,Jabalpur,Madhya Pradesh,Salaried,66859,670,0
138487,Darpan Sekhon,Female,59,Bhopal,Madhya Pradesh,Salaried,57371,584,1
138488,Yug Chauhan,Male,36,Surat,Gujarat,Salaried,153413,781,1
138489,Advay Mand,Female,49,Pune,Maharashtra,Business Owner,118011,737,0
138490,Noah Ravel,Male,55,Mysuru,Karnataka,Business Owner,74680,702,0
138491,Nathaniel Bahri,Male,36,Coimbatore,Tamil Nadu,Business Owner,19414,607,0
138492,Kevin Anne,Male,35,Jabalpur,Madhya Pradesh,Business Owner,111571,645,2
138493,Michael Parikh,Male,47,Siliguri,West Bengal,Business Owner,105298,694,1
138494,Ishaan Nori,Male,53,Warangal,Telangana,Self Employed,191277,790,1
138495,Dhriti Nazareth,Male,45,New Delhi,Delhi,Salaried,107736,819,0
138496,Shravya Jhaveri,Male,53,Noida,Uttar Pradesh,Salaried,102008,698,3
138497,Chaitaly Dhar,Female,32,Delhi,Delhi,Business Owner,46228,672,0
138498,Mitali Setty,Male,34,Vadodara,Gujarat,Self Employed,209429,644,0
138499,Ishanvi Chacko,Female,30,Coimbatore,Tamil Nadu,Salaried,181243,783,1
138500,Tara Sagar,Male,57,New Delhi,Delhi,Professional,207193,650,4
138501,Patrick Thaman,Male,32,Bengaluru,Karnataka,Business Owner,189706,647,4
138502,Vincent Naidu,Male,41,Surat,Gujarat,Business Owner,69517,654,1
138503,Ojasvi Choudhry,Female,56,Kolkata,West Bengal,Professional,27472,607,0
138504,Charles Parekh,Male,27,Hubballi,Karnataka,Self Employed,181582,610,0
138505,Nimrat Varma,Female,32,Navi Mumbai,Maharashtra,Self Employed,37328,621,0
138506,Onkar Raghavan,Male,40,Mangaluru,Karnataka,Salaried,70891,695,1
138507,Zarna Khurana,Male,54,Jodhpur,Rajasthan,Self Employed,82258,700,2
138508,Inaya Pathak,Male,51,Jaipur,Rajasthan,Self Employed,106298,803,0
138509,Gauri Kothari,Male,26,Bhopal,Madhya Pradesh,Salaried,134267,689,2
138510,Ira Issac,Male,24,Bengaluru,Karnataka,Self Employed,26064,513,0
138511,Sudiksha Taneja,Female,36,Warangal,Telangana,Self Employed,53223,682,3
138512,Zaid Gandhi,Female,60,Kolkata,West Bengal,Salaried,194527,704,0
138513,Chaman Bumb,Male,50,Mumbai,Maharashtra,Salaried,36571,619,2
138514,Yauvani Guha,Male,52,Siliguri,West Bengal,Salaried,40231,678,1
138515,Raksha Barad,Female,48,Jaipur,Rajasthan,Self Employed,114848,786,3
138516,Jeremiah Nair,Male,23,Agra,Uttar Pradesh,Salaried,166514,715,0
138517,Aachal Sankar,Male,23,Jaipur,Rajasthan,Salaried,170318,626,0
138518,Oviya Bawa,Male,47,Ahmedabad,Gujarat,Professional,151963,685,0
138519,Ranveer Wali,Male,49,Jodhpur,Rajasthan,Business Owner,109213,664,1
138520,Ridhi Gara,Male,33,Surat,Gujarat,Business Owner,209802,746,0
138521,Deepa Ghosh,Female,31,Warangal,Telangana,Salaried,50257,708,0
138522,Ayush Soman,Male,28,New Delhi,Delhi,Salaried,70265,605,0
138523,Yadavi Bal,Male,57,Kolkata,West Bengal,Salaried,101674,673,0
138524,Kritika Kumar,Male,49,Udaipur,Rajasthan,Business Owner,169156,747,1
138525,Lila Chatterjee,Male,30,Indore,Madhya Pradesh,Self Employed,30387,564,0
138526,Chaitanya Savant,Female,59,Warangal,Telangana,Salaried,185815,726,3
138527,Kashish Thakur,Male,27,Indore,Madhya Pradesh,Salaried,82705,625,2
138528,Varenya Minhas,Female,28,Delhi,Delhi,Professional,185963,737,0
138529,Bhavani Kale,Male,58,Udaipur,Rajasthan,Salaried,20623,613,1
138530,Anya Shenoy,Female,46,Siliguri,West Bengal,Self Employed,63289,589,0
138531,Teerth Chand,Female,22,Indore,Madhya Pradesh,Self Employed,106029,726,0
138532,Harrison Karpe,Male,56,Jodhpur,Rajasthan,Salaried,95399,690,1
138533,Henry Mahal,Female,55,Jabalpur,Madhya Pradesh,Self Employed,127896,830,0
138534,Ekavir Mahal,Female,31,Kolkata,West Bengal,Professional,98198,720,1
138535,Abeer Bir,Male,44,Ahmedabad,Gujarat,Professional,71373,698,1
138536,Neelima Gandhi,Female,49,Ahmedabad,Gujarat,Business Owner,44982,685,0
138537,Madhavi Dar,Male,43,Agra,Uttar Pradesh,Salaried,218680,783,2
138538,Jhalak Karnik,Female,25,Siliguri,West Bengal,Professional,96088,774,1
138539,Chanakya Parsa,Male,44,Nagpur,Maharashtra,Business Owner,107657,669,1
138540,Christopher Majumdar,Female,34,Rajkot,Gujarat,Business Owner,80464,756,3
138541,Arya Ramanathan,Female,37,Aurangabad,Maharashtra,Salaried,161369,512,0
138542,Vinaya Varughese,Male,59,Hyderabad,Telangana,Professional,170504,668,0
138543,Nidhi Ravel,Female,21,Mysuru,Karnataka,Salaried,36498,842,0
138544,Owen Ramachandran,Male,32,Kolkata,West Bengal,Self Employed,159053,636,0
138545,Megha Kapur,Female,58,Jaipur,Rajasthan,Salaried,173464,723,1
138546,Nidra Shere,Male,36,Hyderabad,Telangana,Salaried,84930,602,2
138547,Ryan Srinivas,Male,56,Madurai,Tamil Nadu,Salaried,127286,599,1
138548,Tanvi Vasa,Female,23,Jabalpur,Madhya Pradesh,Self Employed,54720,561,0
138549,Rehaan Dey,Female,60,Delhi,Delhi,Salaried,123262,616,3
138550,Lucky Ranganathan,Male,25,Kanpur,Uttar Pradesh,Salaried,154830,673,3
138551,Alexander Chowdhury,Female,52,Jodhpur,Rajasthan,Salaried,85547,621,0
138552,Yasti Aggarwal,Male,37,Coimbatore,Tamil Nadu,Business Owner,148643,597,1
138553,Abeer Dada,Female,28,Navi Mumbai,Maharashtra,Business Owner,204974,584,0
138554,Nitara Natt,Female,23,Udaipur,Rajasthan,Salaried,153419,699,0
138555,Rayaan Parsa,Male,53,Jodhpur,Rajasthan,Self Employed,177399,706,1
138556,Harita Rege,Male,39,Kolkata,West Bengal,Self Employed,39994,635,1
138557,Chaitanya Vora,Female,36,Kolkata,West Bengal,Salaried,62272,691,0
138558,Raksha Sheth,Male,23,Jaipur,Rajasthan,Salaried,119294,640,0
138559,Simon Patla,Female,44,Mumbai,Maharashtra,Business Owner,90526,604,2
138560,Falguni Narang,Male,46,Rajkot,Gujarat,Salaried,205224,782,0
138561,Alexander Subramaniam,Female,31,New Delhi,Delhi,Professional,52976,705,1
138562,Samaksh Bahri,Male,47,Hyderabad,Telangana,Salaried,144851,667,4
138563,Ikshita Mammen,Male,57,Jabalpur,Madhya Pradesh,Salaried,218069,684,0
138564,Chaitanya Khurana,Female,31,Bhopal,Madhya Pradesh,Self Employed,102934,707,2
138565,Garima Dhaliwal,Female,54,Agra,Uttar Pradesh,Self Employed,204459,630,2
138566,Nachiket Rajagopalan,Male,26,New Delhi,Delhi,Salaried,42724,660,1
138567,Jagrati Rao,Female,59,Hyderabad,Telangana,Salaried,78149,761,2
138568,Chavvi Khare,Male,23,Kanpur,Uttar Pradesh,Salaried,156405,727,1
